PrecoUnitario|Quantidade|Data:ALFA|Pais:ALFA|Cidade:ALFA|Empresa:ALFA|Cliente:ALFA|CEP:ALFA|Categoria:ALFA|Produto:ALFA
35,10|50|1997-02-10 00:00:00.000|USA|Anchorage|Old World Delicatessen|OLDWO|99508|3|Schoggi Schokolade
16,80|30|1997-02-11 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|4|Queso Cabrales
5,90|80|1997-02-11 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|6|Tourtière
13,60|60|1997-02-11 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|2|Louisiana Hot Spiced Okra
16,80|6|1997-02-12 00:00:00.000|Italy|Reggio Emilia|Reggiani Caseifici|REGGC|42100|4|Queso Cabrales
36,40|12|1997-02-12 00:00:00.000|Italy|Reggio Emilia|Reggiani Caseifici|REGGC|42100|7|Rössle Sauerkraut
31,20|10|1997-02-12 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|6|Alice Mutton
24,90|15|1997-02-12 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|3|Gumbär Gummibärchen
14,40|8|1997-02-12 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|1|Steeleye Stout
7,70|30|1997-02-12 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|8|Jack's New England Clam Chowder
14,40|6|1997-02-13 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|1|Chartreuse verte
5,90|15|1997-02-13 00:00:00.000|Sweden|Luleå|Berglunds snabbköp|BERGS|S-958 22|6|Tourtière
7,30|12|1997-02-14 00:00:00.000|Germany|Münster|Toms Spezialitäten|TOMSP|44087|3|Teatime Chocolate Biscuits
3,60|20|1997-02-14 00:00:00.000|Germany|Münster|Toms Spezialitäten|TOMSP|44087|1|Guaraná Fantástica
10,00|3|1997-02-14 00:00:00.000|Germany|Münster|Toms Spezialitäten|TOMSP|44087|4|Gorgonzola Telino
5,60|15|1997-02-14 00:00:00.000|Germany|Münster|Toms Spezialitäten|TOMSP|44087|5|Filo Mix
7,30|40|1997-02-14 00:00:00.000|Brazil|Rio de Janeiro|Ricardo Adocicados|RICAR|02389-890|3|Teatime Chocolate Biscuits
16,80|35|1997-02-14 00:00:00.000|Brazil|Rio de Janeiro|Ricardo Adocicados|RICAR|02389-890|2|Louisiana Fiery Hot Pepper Sauce
17,20|2|1997-02-14 00:00:00.000|Brazil|Rio de Janeiro|Ricardo Adocicados|RICAR|02389-890|4|Flotemysost
24,90|6|1997-02-17 00:00:00.000|Argentina|Buenos Aires|Rancho grande|RANCH|1010|3|Gumbär Gummibärchen
14,70|20|1997-02-17 00:00:00.000|Argentina|Buenos Aires|Rancho grande|RANCH|1010|8|Boston Crab Meat
24,80|14|1997-02-18 00:00:00.000|France|Strasbourg|Blondesddsl père et fils|BLONP|67000|8|Ikura
5,60|20|1997-02-18 00:00:00.000|France|Strasbourg|Blondesddsl père et fils|BLONP|67000|5|Filo Mix
39,40|35|1997-02-18 00:00:00.000|France|Strasbourg|Blondesddsl père et fils|BLONP|67000|3|Tarte au sucre
24,80|20|1997-02-19 00:00:00.000|France|Lyon|Victuailles en stock|VICTE|69004|8|Ikura
5,90|6|1997-02-19 00:00:00.000|France|Lyon|Victuailles en stock|VICTE|69004|6|Tourtière
19,20|120|1997-02-19 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|6|Pâté chinois
26,60|35|1997-02-19 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|5|Wimmers gute Semmelknödel
16,80|28|1997-02-19 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|2|Louisiana Fiery Hot Pepper Sauce
10,40|55|1997-02-19 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|2|Original Frankfurter grüne Soße
36,40|15|1997-02-20 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|7|Rössle Sauerkraut
15,50|100|1997-02-20 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|2|Gula Malacca
10,20|15|1997-02-21 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|3|Chocolade
12,00|25|1997-02-21 00:00:00.000|UK|London|Around the Horn|AROUT|WA1 1DP|1|Outback Lager
13,90|20|1997-02-21 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|3|Pavlova
2,00|20|1997-02-21 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|4|Geitost
9,60|10|1997-02-21 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|8|Spegesild
14,40|20|1997-02-24 00:00:00.000|Finland|Oulu|Wartian Herkku|WARTH|90110|1|Chartreuse verte
26,20|50|1997-02-24 00:00:00.000|Finland|Oulu|Wartian Herkku|WARTH|90110|6|Perth Pasties
22,80|25|1997-02-24 00:00:00.000|Finland|Oulu|Wartian Herkku|WARTH|90110|2|Sirop d'érable
17,20|30|1997-02-24 00:00:00.000|Finland|Oulu|Wartian Herkku|WARTH|90110|4|Flotemysost
8,00|40|1997-02-25 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|3|Sir Rodney's Scones
16,00|21|1997-02-25 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|3|Maxilaku
44,00|36|1997-02-25 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|4|Raclette Courdavault
24,90|30|1997-02-26 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|3|Gumbär Gummibärchen
36,40|30|1997-02-26 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|7|Rössle Sauerkraut
36,80|20|1997-02-26 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|1|Ipoh Coffee
30,40|15|1997-02-26 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|5|Gnocchi di nonna Alice
17,20|50|1997-02-26 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|4|Flotemysost
24,00|16|1997-02-27 00:00:00.000|France|Lyon|Victuailles en stock|VICTE|69004|7|Uncle Bob's Organic Dried Pears
9,60|20|1997-02-27 00:00:00.000|France|Lyon|Victuailles en stock|VICTE|69004|8|Spegesild
27,80|40|1997-02-27 00:00:00.000|France|Lyon|Victuailles en stock|VICTE|69004|4|Mozzarella di Giovanni
10,00|21|1997-02-28 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|3|Scottish Longbreads
6,20|4|1997-02-28 00:00:00.000|Sweden|Bräcke|Folk och fä HB|FOLKO|S-844 67|1|Rhönbräu Klosterbier
8,00|40|1997-02-28 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|3|Sir Rodney's Scones
20,70|28|1997-02-28 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|8|Nord-Ost Matjeshering
19,20|60|1997-02-28 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|6|Pâté chinois
4,80|1|1997-03-03 00:00:00.000|UK|London|Consolidated Holdings|CONSH|WX1 6LT|8|Konbu
7,20|21|1997-03-03 00:00:00.000|UK|London|Consolidated Holdings|CONSH|WX1 6LT|5|Tunnbröd
7,30|21|1997-03-04 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|3|Teatime Chocolate Biscuits
11,20|50|1997-03-04 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|5|Singaporean Hokkien Fried Mee
17,60|16|1997-03-04 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|2|Chef Anton's Cajun Seasoning
36,80|3|1997-03-04 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|1|Ipoh Coffee
30,40|30|1997-03-04 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|5|Gnocchi di nonna Alice
27,20|20|1997-03-04 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|4|Camembert Pierrot
3,60|25|1997-03-05 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|1|Guaraná Fantástica
99,00|18|1997-03-05 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|6|Thüringer Rostbratwurst
14,70|20|1997-03-05 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|8|Boston Crab Meat
7,60|30|1997-03-05 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|8|Rogede sild
13,00|25|1997-03-05 00:00:00.000|Denmark|Århus|Vaffeljernet|VAFFE|8200|3|Valkoinen suklaa
16,80|10|1997-03-06 00:00:00.000|Brazil|Sao Paulo|Comércio Mineiro|COMMI|05432-043|4|Queso Cabrales
9,60|5|1997-03-06 00:00:00.000|Brazil|Sao Paulo|Comércio Mineiro|COMMI|05432-043|8|Spegesild
3,60|28|1997-03-06 00:00:00.000|Italy|Bergamo|Magazzini Alimentari Riuniti|MAGAA|24100|1|Guaraná Fantástica
11,20|12|1997-03-06 00:00:00.000|Italy|Bergamo|Magazzini Alimentari Riuniti|MAGAA|24100|3|NuNuCa Nuß-Nougat-Creme
20,70|8|1997-03-07 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|8|Nord-Ost Matjeshering
36,80|15|1997-03-07 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|1|Ipoh Coffee
15,20|40|1997-03-10 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|1|Chang
13,90|35|1997-03-10 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|3|Pavlova
15,50|2|1997-03-10 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|2|Gula Malacca
50,00|30|1997-03-11 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|8|Carnarvon Tigers
7,20|15|1997-03-11 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|5|Tunnbröd
26,60|8|1997-03-11 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|5|Wimmers gute Semmelknödel
24,00|30|1997-03-11 00:00:00.000|UK|London|B's Beverages|BSBEV|EC2 5NT|7|Uncle Bob's Organic Dried Pears
30,40|20|1997-03-11 00:00:00.000|UK|London|B's Beverages|BSBEV|EC2 5NT|5|Gnocchi di nonna Alice
3,60|80|1997-03-12 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|1|Guaraná Fantástica
42,40|18|1997-03-12 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|7|Manjimup Dried Apples
2,00|12|1997-03-13 00:00:00.000|UK|Cowes|Island Trading|ISLAT|PO31 7PJ|4|Geitost
17,20|12|1997-03-13 00:00:00.000|UK|Cowes|Island Trading|ISLAT|PO31 7PJ|4|Flotemysost
18,60|12|1997-03-13 00:00:00.000|Mexico|Mexico D,F,|Pericles Comidas clásicas|PERIC|05033|7|Tofu
36,40|18|1997-03-13 00:00:00.000|Mexico|Mexico D,F,|Pericles Comidas clásicas|PERIC|05033|7|Rössle Sauerkraut
14,70|21|1997-03-13 00:00:00.000|Mexico|Mexico D,F,|Pericles Comidas clásicas|PERIC|05033|8|Boston Crab Meat
6,20|10|1997-03-13 00:00:00.000|Mexico|Mexico D,F,|Pericles Comidas clásicas|PERIC|05033|1|Rhönbräu Klosterbier
10,00|35|1997-03-14 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|4|Gorgonzola Telino
13,60|60|1997-03-14 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|2|Louisiana Hot Spiced Okra
14,40|42|1997-03-14 00:00:00.000|Belgium|Charleroi|Suprêmes délices|SUPRD|B-6000|1|Lakkalikööri
19,20|2|1997-03-17 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|6|Pâté chinois
12,00|12|1997-03-17 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|1|Outback Lager
14,40|15|1997-03-17 00:00:00.000|Portugal|Lisboa|Princesa Isabel Vinhos|PRINI|1756|1|Chai
8,00|21|1997-03-17 00:00:00.000|Portugal|Lisboa|Princesa Isabel Vinhos|PRINI|1756|3|Sir Rodney's Scones
14,40|20|1997-03-17 00:00:00.000|Portugal|Lisboa|Princesa Isabel Vinhos|PRINI|1756|1|Chartreuse verte
24,80|20|1997-03-18 00:00:00.000|France|Lyon|Victuailles en stock|VICTE|69004|8|Ikura
210,80|30|1997-03-19 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|1|Côte de Blaye
26,20|28|1997-03-19 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|6|Perth Pasties
44,00|60|1997-03-19 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|4|Raclette Courdavault
26,60|30|1997-03-19 00:00:00.000|USA|Albuquerque|Rattlesnake Canyon Grocery|RATTC|87110|5|Wimmers gute Semmelknödel
7,60|30|1997-03-20 00:00:00.000|France|Lille|Folies gourmandes|FOLIG|59000|3|Zaanse koeken
44,00|12|1997-03-20 00:00:00.000|France|Lille|Folies gourmandes|FOLIG|59000|4|Raclette Courdavault
16,00|24|1997-03-20 00:00:00.000|Brazil|Rio de Janeiro|Ricardo Adocicados|RICAR|02389-890|3|Maxilaku
27,20|40|1997-03-20 00:00:00.000|Brazil|Rio de Janeiro|Ricardo Adocicados|RICAR|02389-890|4|Camembert Pierrot
14,70|10|1997-03-21 00:00:00.000|USA|Walla Walla|Lazy K Kountry Store|LAZYK|99362|8|Boston Crab Meat
11,20|35|1997-03-24 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|1|Sasquatch Ale
10,40|30|1997-03-24 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|2|Original Frankfurter grüne Soße
8,00|14|1997-03-24 00:00:00.000|UK|London|B's Beverages|BSBEV|EC2 5NT|3|Sir Rodney's Scones
14,70|10|1997-03-24 00:00:00.000|UK|London|B's Beverages|BSBEV|EC2 5NT|8|Boston Crab Meat
42,40|3|1997-03-24 00:00:00.000|UK|London|B's Beverages|BSBEV|EC2 5NT|7|Manjimup Dried Apples
15,20|20|1997-03-25 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|1|Chang
8,00|20|1997-03-25 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|2|Aniseed Syrup
19,20|30|1997-03-25 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|6|Pâté chinois
12,00|60|1997-03-25 00:00:00.000|Venezuela|I, de Margarita|LINO-Delicateses|LINOD|4980|1|Outback Lager
16,80|5|1997-03-26 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|4|Queso Cabrales
42,40|25|1997-03-26 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|7|Manjimup Dried Apples
8,00|16|1997-03-26 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|7|Longlife Tofu
7,30|5|1997-03-26 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|3|Teatime Chocolate Biscuits
24,90|30|1997-03-26 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|3|Gumbär Gummibärchen
5,90|24|1997-03-26 00:00:00.000|Brazil|Sao Paulo|Queen Cozinha|QUEEN|05487-020|6|Tourtière
44,00|30|1997-03-27 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|4|Raclette Courdavault
12,00|20|1997-03-27 00:00:00.000|Germany|München|Frankenversand|FRANK|80805|8|Röd Kaviar
16,80|15|1997-03-28 00:00:00.000|Austria|Salzburg|Piccolo und mehr|PICCO|5020|4|Queso Cabrales
13,90|18|1997-03-28 00:00:00.000|Austria|Salzburg|Piccolo und mehr|PICCO|5020|3|Pavlova
44,00|60|1997-03-31 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|4|Raclette Courdavault
10,00|30|1997-03-31 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|3|Scottish Longbreads
6,20|36|1997-03-31 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|1|Rhönbräu Klosterbier
15,50|15|1997-03-31 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|2|Gula Malacca
10,40|7|1997-03-31 00:00:00.000|Portugal|Lisboa|Furia Bacalhau e Frutos do Mar|FURIB|1675|2|Original Frankfurter grüne Soße
11,20|60|1997-04-01 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|3|NuNuCa Nuß-Nougat-Creme
11,20|20|1997-04-01 00:00:00.000|Canada|Tsawassen|Bottom-Dollar Markets|BOTTM|T2F 8M4|5|Singaporean Hokkien Fried Mee
16,80|15|1997-04-02 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|2|Louisiana Fiery Hot Pepper Sauce
13,60|10|1997-04-02 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|2|Louisiana Hot Spiced Okra
28,80|10|1997-04-02 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|4|Gudbrandsdalsost
30,40|30|1997-04-02 00:00:00.000|Brazil|Sao Paulo|Comércio Mineiro|COMMI|05432-043|5|Gnocchi di nonna Alice
7,20|10|1997-04-03 00:00:00.000|Canada|Vancouver|Laughing Bacchus Wine Cellars|LAUGB|V3F 2K1|5|Tunnbröd
7,70|20|1997-04-03 00:00:00.000|Canada|Vancouver|Laughing Bacchus Wine Cellars|LAUGB|V3F 2K1|8|Jack's New England Clam Chowder
10,40|5|1997-04-03 00:00:00.000|Canada|Vancouver|Laughing Bacchus Wine Cellars|LAUGB|V3F 2K1|2|Original Frankfurter grüne Soße
10,00|20|1997-04-04 00:00:00.000|Brazil|Sao Paulo|Tradição Hipermercados|TRADH|05634-030|4|Gorgonzola Telino
30,40|14|1997-04-04 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|5|Gnocchi di nonna Alice
27,80|25|1997-04-04 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|4|Mozzarella di Giovanni
10,40|25|1997-04-04 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|2|Original Frankfurter grüne Soße
4,50|14|1997-04-07 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|1|Guaraná Fantástica
18,40|5|1997-04-07 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|8|Boston Crab Meat
14,00|30|1997-04-07 00:00:00.000|Venezuela|San Cristóbal|HILARION-Abastos|HILAA|5022|5|Singaporean Hokkien Fried Mee
45,60|20|1997-04-08 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|7|Rössle Sauerkraut
20,00|25|1997-04-08 00:00:00.000|Venezuela|Barquisimeto|LILA-Supermercado|LILAS|3508|3|Maxilaku
15,50|12|1997-04-09 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|2|Genen Shouyu
45,60|8|1997-04-09 00:00:00.000|France|Toulouse|La maison d'Asie|LAMAI|31000|7|Rössle Sauerkraut
7,45|20|1997-04-09 00:00:00.000|Germany|Mannheim|Blauer See Delikatessen|BLAUS|68306|6|Tourtière
9,50|21|1997-04-10 00:00:00.000|Mexico|Mexico D,F,|Pericles Comidas clásicas|PERIC|05033|8|Rogede sild
32,80|6|1997-04-10 00:00:00.000|Mexico|Mexico D,F,|Pericles Comidas clásicas|PERIC|05033|6|Perth Pasties
14,00|30|1997-04-10 00:00:00.000|Mexico|Mexico D,F,|Pericles Comidas clásicas|PERIC|05033|1|Laughing Lumberjack Lager
23,25|70|1997-04-11 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|7|Tofu
21,05|20|1997-04-11 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|2|Louisiana Fiery Hot Pepper Sauce
19,00|12|1997-04-11 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|1|Chang
10,00|12|1997-04-11 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|3|Sir Rodney's Scones
32,80|10|1997-04-11 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|6|Perth Pasties
28,50|25|1997-04-11 00:00:00.000|USA|Seattle|White Clover Markets|WHITC|98128|2|Sirop d'érable
49,30|3|1997-04-14 00:00:00.000|Canada|Montréal|Mère Paillarde|MEREP|H1J 1C3|3|Tarte au sucre
14,00|18|1997-04-15 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|3|NuNuCa Nuß-Nougat-Creme
15,00|14|1997-04-15 00:00:00.000|Germany|Brandenburg|Königlich Essen|KOENE|14776|1|Outback Lager
46,00|15|1997-04-15 00:00:00.000|Mexico|Mexico D,F,|Antonio Moreno Taquería|ANTON|05023|1|Ipoh Coffee
12,75|15|1997-04-15 00:00:00.000|Mexico|Mexico D,F,|Antonio Moreno Taquería|ANTON|05023|3|Chocolade
6,00|10|1997-04-16 00:00:00.000|Germany|Köln|Ottilies Käseladen|OTTIK|50739|8|Konbu
18,00|10|1997-04-16 00:00:00.000|Germany|Köln|Ottilies Käseladen|OTTIK|50739|1|Chartreuse verte
45,60|3|1997-04-17 00:00:00.000|Germany|Mannheim|Blauer See Delikatessen|BLAUS|68306|7|Rössle Sauerkraut
123,79|36|1997-04-18 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|6|Thüringer Rostbratwurst
7,75|36|1997-04-18 00:00:00.000|USA|Boise|Save-a-lot Markets|SAVEA|83720|1|Rhönbräu Klosterbier
22,00|50|1997-04-18 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|2|Chef Anton's Cajun Seasoning
30,00|50|1997-04-18 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|7|Uncle Bob's Organic Dried Pears
40,00|10|1997-04-18 00:00:00.000|France|Marseille|Bon app'|BONAP|13008|2|Northwoods Cranberry Sauce
4,50|10|1997-04-21 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|1|Guaraná Fantástica
12,00|9|1997-04-21 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|8|Spegesild
9,50|6|1997-04-21 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|3|Zaanse koeken
34,00|12|1997-04-21 00:00:00.000|Brazil|Sao Paulo|Familia Arquibaldo|FAMIA|05442-030|4|Camembert Pierrot
10,00|40|1997-04-22 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|3|Sir Rodney's Scones
32,00|50|1997-04-22 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|4|Mascarpone Fabioli
28,50|15|1997-04-22 00:00:00.000|Germany|Stuttgart|Die Wandernde Kuh|WANDK|70563|2|Sirop d'érable
81,00|39|1997-04-22 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|3|Sir Rodney's Marmalade
45,60|35|1997-04-22 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|7|Rössle Sauerkraut
38,00|70|1997-04-22 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|5|Gnocchi di nonna Alice
21,05|39|1997-04-22 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|2|Louisiana Fiery Hot Pepper Sauce
7,75|50|1997-04-22 00:00:00.000|Austria|Graz|Ernst Handel|ERNSH|8010|1|Rhönbräu Klosterbier
97,00|16|1997-04-23 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|6|Mishi Kobe Niku
17,45|50|1997-04-23 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|3|Pavlova
43,90|120|1997-04-23 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|3|Schoggi Schokolade
2,50|16|1997-04-23 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|4|Geitost
34,00|84|1997-04-23 00:00:00.000|Germany|Cunewalde|QUICK-Stop|QUICK|01307|4|Camembert Pierrot
62,50|25|1997-04-24 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|8|Carnarvon Tigers
9,65|80|1997-04-24 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|8|Jack's New England Clam Chowder
14,00|20|1997-04-24 00:00:00.000|Ireland|Cork|Hungry Owl All-Night Grocers|HUNGO|NULL|5|Singaporean Hokkien Fried Mee
7,00|6|1997-04-24 00:00:00.000|UK|London|North/South|NORTS|SW7 1RZ|5|Filo Mix
55,00|4|1997-04-24 00:00:00.000|UK|London|North/South|NORTS|SW7 1RZ|4|Raclette Courdavault
15,00|6|1997-04-24 00:00:00.000|UK|London|North/South|NORTS|SW7 1RZ|1|Outback Lager
4,50|5|1997-04-25 00:00:00.000|Mexico|Mexico D,F,|Tortuga Restaurante|TORTU|05033|1|Guaraná Fantástica
263,50|15|1997-04-25 00:00:00.000|Mexico|Mexico D,F,|Tortuga Restaurante|TORTU|05033|1|Côte de Blaye
19,45|9|1997-04-25 00:00:00.000|Mexico|Mexico D,F,|Tortuga Restaurante|TORTU|05033|2|Gula Malacca
31,00|16|1997-04-28 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|8|Ikura
38,00|40|1997-04-28 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|5|Gnocchi di nonna Alice
34,00|10|1997-04-28 00:00:00.000|Switzerland|Bern|Chop-suey Chinese|CHOPS|3012|4|Camembert Pierrot
4,50|8|1997-04-29 00:00:00.000|Norway|Stavern|Santé Gourmet|SANTG|4110|1|Guaraná Fantástica
32,80|5|1997-04-29 00:00:00.000|Norway|Stavern|Santé Gourmet|SANTG|4110|6|Perth Pasties
18,00|3|1997-04-29 00:00:00.000|Argentina|Buenos Aires|Cactus Comidas para llevar|CACTU|1010|1|Steeleye Stout
9,65|10|1997-04-29 00:00:00.000|Argentina|Buenos Aires|Cactus Comidas para llevar|CACTU|1010|8|Jack's New England Clam Chowder
12,50|6|1997-04-29 00:00:00.000|Argentina|Buenos Aires|Cactus Comidas para llevar|CACTU|1010|3|Scottish Longbreads
18,00|40|1997-04-30 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|1|Chai
40,00|24|1997-04-30 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|2|Northwoods Cranberry Sauce
25,89|20|1997-04-30 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|8|Nord-Ost Matjeshering
18,40|25|1997-04-30 00:00:00.000|Germany|Frankfurt a,M,|Lehmanns Marktstand|LEHMS|60528|8|Boston Crab Meat
39,00|25|1997-05-01 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|6|Alice Mutton
81,00|15|1997-05-01 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|3|Sir Rodney's Marmalade
26,00|18|1997-05-01 00:00:00.000|UK|London|Seven Seas Imports|SEVES|OX15 4NB|8|Gravad lax
